name,skills,powerscale,description,age,dclass_id,characteristics_id,universe_id
Kakashi 4105,"Super strength, flight, laser vision",271584,A powerful warrior from another universe.,,4944,7830,450
Jonathan 4106,"Titan shifter, 3D maneuver gear",159867,A powerful warrior from another universe.,2493,8211,1751,456
Rengoku 4107,"Speed force, time travel, infinite mass punch",994080,A powerful warrior from another universe.,,6252,2797,189
Endeavor 4108,"Super strength, flight, laser vision",819781,A powerful warrior from another universe.,4328,9635,8514,72
Leafa 4109,"Speed force, time travel, infinite mass punch",445526,A powerful warrior from another universe.,1742,3610,2091,197
Naruto 4110,"Stand power, time stop, vampirism",511051,A powerful warrior from another universe.,,1,2072,24
Superman 4111,"Slime abilities, unlimited shapeshifting",411199,A powerful warrior from another universe.,,5880,4265,489
Saitama 4112,"Sharingan, Rinnegan, Susanoo, genjutsu",799474,A powerful warrior from another universe.,8654,7720,2880,412
Dio 4113,"Haki, devil fruit, conqueror haki",282159,A powerful warrior from another universe.,,8103,9297,171
Naruto 4114,"Dark magic, undead army, time stop",636400,A powerful warrior from another universe.,,4674,6973,217
Aqua 4115,"Soul reaper powers, bankai, hollow form",78018,A powerful warrior from another universe.,,2220,6224,227
Saitama 4116,"Soul reaper powers, bankai, hollow form",421979,A powerful warrior from another universe.,,6175,8598,221
Thanos 4117,"Haki, devil fruit, conqueror haki",909982,A powerful warrior from another universe.,9277,8574,2901,12
Todoroki 4118,"Quirk: One for All, 100% Detroit Smash",790955,A powerful warrior from another universe.,1042,9058,2110,368
Naruto 4119,"Sharingan, Rinnegan, Susanoo, genjutsu",49286,A powerful warrior from another universe.,,2568,2678,288
Vegeta 4120,"Super strength, flight, laser vision",985489,A powerful warrior from another universe.,7729,8308,9525,21
Sasuke 4121,"Combat knife, martial arts, stealth",272724,A powerful warrior from another universe.,,4017,4553,432
Endeavor 4122,"Sharingan, Rinnegan, Susanoo, genjutsu",53058,A powerful warrior from another universe.,1186,8029,1102,175
Jotaro 4123,"Super strength, flight, laser vision",601849,A powerful warrior from another universe.,,2029,9529,61
Rimuru 4124,"Haki, devil fruit, conqueror haki",761644,A powerful warrior from another universe.,7023,5954,9952,497
Gintoki 4125,"Speed force, time travel, infinite mass punch",199979,A powerful warrior from another universe.,4114,3159,8805,51
Mikasa 4126,"Dark magic, undead army, time stop",735340,A powerful warrior from another universe.,,685,662,463
Darkness 4127,"Combat knife, martial arts, stealth",826354,A powerful warrior from another universe.,,7810,6288,307
Josuke 4128,"Speed force, time travel, infinite mass punch",386300,A powerful warrior from another universe.,3670,6778,7412,322
Erwin 4129,"Dark magic, undead army, time stop",111973,A powerful warrior from another universe.,9630,3429,223,230
Saitama 4130,"Slime abilities, unlimited shapeshifting",271972,A powerful warrior from another universe.,,9806,6626,126
Thor 4131,"Haki, devil fruit, conqueror haki",946810,A powerful warrior from another universe.,6864,1451,1641,360
Dio 4132,"Quirk: One for All, 100% Detroit Smash",640594,A powerful warrior from another universe.,,5030,8684,14
All Might 4133,"Soul reaper powers, bankai, hollow form",368126,A powerful warrior from another universe.,6881,5578,1541,161
Aizen 4134,"Sharingan, Rinnegan, Susanoo, genjutsu",949980,A powerful warrior from another universe.,,6492,9494,378
Aqua 4135,"Super strength, flight, laser vision",332322,A powerful warrior from another universe.,2720,6722,577,453
Rengoku 4136,"Combat knife, martial arts, stealth",68012,A powerful warrior from another universe.,6048,8538,933,135
Jotaro 4137,"Quirk: One for All, 100% Detroit Smash",597632,A powerful warrior from another universe.,2252,4827,7441,119
Thanos 4138,None,303348,A powerful warrior from another universe.,2875,4013,3206,392
Aqua 4139,"Slime abilities, unlimited shapeshifting",131751,A powerful warrior from another universe.,2070,9718,3655,48
Aizen 4140,"Combat knife, martial arts, stealth",397879,A powerful warrior from another universe.,,8787,4159,164
Bakugo 4141,"Combat knife, martial arts, stealth",784894,A powerful warrior from another universe.,,5064,1026,270
Josuke 4142,"Haki, devil fruit, conqueror haki",699350,A powerful warrior from another universe.,7576,1295,461,52
Captain America 4143,"Super strength, flight, laser vision",288786,A powerful warrior from another universe.,1805,4971,5967,449
Zoro 4144,"Speed force, time travel, infinite mass punch",728716,A powerful warrior from another universe.,8744,7456,9300,458
Ichigo 4145,"Super strength, flight, laser vision",900523,A powerful warrior from another universe.,,684,4054,231
Subaru 4146,"Haki, devil fruit, conqueror haki",807115,A powerful warrior from another universe.,,5022,4290,32
Itachi 4147,"Haki, devil fruit, conqueror haki",639251,A powerful warrior from another universe.,,9391,565,179
Batman 4148,"Soul reaper powers, bankai, hollow form",959987,A powerful warrior from another universe.,1125,7823,2043,450
Captain America 4149,None,468498,A powerful warrior from another universe.,,1415,654,184
Asuna 4150,"Sharingan, Rinnegan, Susanoo, genjutsu",120134,A powerful warrior from another universe.,,1510,2149,136
Mikasa 4151,"Quirk: One for All, 100% Detroit Smash",173502,A powerful warrior from another universe.,6520,1065,2577,113
Itachi 4152,"Slime abilities, unlimited shapeshifting",864939,A powerful warrior from another universe.,3931,1805,9648,23
Kakashi 4153,"Sharingan, Rinnegan, Susanoo, genjutsu",976710,A powerful warrior from another universe.,,5683,6706,376
Agil 4154,"Dark magic, undead army, time stop",711995,A powerful warrior from another universe.,9782,9732,7330,251
Thanos 4155,"Titan shifter, 3D maneuver gear",237712,A powerful warrior from another universe.,,7952,101,462
Iron Man 4156,"Dark magic, undead army, time stop",469000,A powerful warrior from another universe.,4809,3742,491,36
Luffy 4157,"Ki manipulation, instant transmission, ultra instinct",107192,A powerful warrior from another universe.,9771,5672,9061,197
Asuna 4158,"Ki manipulation, instant transmission, ultra instinct",361383,A powerful warrior from another universe.,647,626,9832,286
Kakashi 4159,"Firearms, explosives, tactical genius",304047,A powerful warrior from another universe.,2597,52,5773,349
All Might 4160,"Firearms, explosives, tactical genius",910003,A powerful warrior from another universe.,2788,4374,2036,48
Saitama 4161,"Sharingan, Rinnegan, Susanoo, genjutsu",892985,A powerful warrior from another universe.,,8691,5131,399
Asuna 4162,"Stand power, time stop, vampirism",941013,A powerful warrior from another universe.,6964,8750,6368,226
Mikasa 4163,"Firearms, explosives, tactical genius",672559,A powerful warrior from another universe.,1112,9204,8041,59
Dio 4164,"Soul reaper powers, bankai, hollow form",609605,A powerful warrior from another universe.,5284,8903,4664,122
Klein 4165,"Dark magic, undead army, time stop",961096,A powerful warrior from another universe.,,2906,6947,31
Zenitsu 4166,"Stand power, time stop, vampirism",262521,A powerful warrior from another universe.,,2066,2952,6
Emilia 4167,None,38358,A powerful warrior from another universe.,,9321,8687,374
Thanos 4168,"Ki manipulation, instant transmission, ultra instinct",258543,A powerful warrior from another universe.,,4345,1285,254
Captain America 4169,"Sharingan, Rinnegan, Susanoo, genjutsu",140197,A powerful warrior from another universe.,,3096,9108,166
Captain America 4170,None,207658,A powerful warrior from another universe.,9910,4578,7488,325
Kazuma 4171,"Combat knife, martial arts, stealth",380855,A powerful warrior from another universe.,891,2990,4610,312
Agil 4172,"Combat knife, martial arts, stealth",940229,A powerful warrior from another universe.,6295,5914,739,54
Thor 4173,"Combat knife, martial arts, stealth",70278,A powerful warrior from another universe.,,4627,3699,228
Ainz 4174,"Slime abilities, unlimited shapeshifting",80412,A powerful warrior from another universe.,7396,554,9232,459
Spider Man 4175,"Haki, devil fruit, conqueror haki",859344,A powerful warrior from another universe.,6476,8882,5299,315
Mikasa 4176,"Dark magic, undead army, time stop",573863,A powerful warrior from another universe.,5131,6858,5169,94
Jonathan 4177,"Speed force, time travel, infinite mass punch",66565,A powerful warrior from another universe.,,542,4871,338
Leafa 4178,"Ki manipulation, instant transmission, ultra instinct",997200,A powerful warrior from another universe.,7707,4198,195,20
Batman 4179,"Sharingan, Rinnegan, Susanoo, genjutsu",846196,A powerful warrior from another universe.,,5506,4265,264
All Might 4180,"Quirk: One for All, 100% Detroit Smash",460407,A powerful warrior from another universe.,,3797,7768,45
Jonathan 4181,"Dark magic, undead army, time stop",940114,A powerful warrior from another universe.,5572,7942,562,481
Superman 4182,"Super strength, flight, laser vision",294791,A powerful warrior from another universe.,9886,3046,7408,375
Mikasa 4183,"Super strength, flight, laser vision",295117,A powerful warrior from another universe.,,4291,4310,345
Itachi 4184,"Speed force, time travel, infinite mass punch",895909,A powerful warrior from another universe.,,5662,7090,447
Bakugo 4185,"Quirk: One for All, 100% Detroit Smash",603255,A powerful warrior from another universe.,,5904,6713,348
Sinon 4186,"Titan shifter, 3D maneuver gear",670246,A powerful warrior from another universe.,9567,3893,8105,462
Giorno 4187,"Slime abilities, unlimited shapeshifting",528395,A powerful warrior from another universe.,5382,9412,4041,22
Subaru 4188,"Sharingan, Rinnegan, Susanoo, genjutsu",476762,A powerful warrior from another universe.,8742,4913,4276,319
Naruto 4189,"Super strength, flight, laser vision",35368,A powerful warrior from another universe.,,9426,5921,131
Captain America 4190,"Sharingan, Rinnegan, Susanoo, genjutsu",507571,A powerful warrior from another universe.,,5848,7448,326
Luffy 4191,"Super strength, flight, laser vision",169680,A powerful warrior from another universe.,6074,1564,6349,172
Eren 4192,"Sharingan, Rinnegan, Susanoo, genjutsu",941121,A powerful warrior from another universe.,,7670,9283,90
Leafa 4193,"Stand power, time stop, vampirism",815005,A powerful warrior from another universe.,,2596,7399,286
Asuna 4194,None,414001,A powerful warrior from another universe.,,7270,2037,10
Sasuke 4195,"Super strength, flight, laser vision",992438,A powerful warrior from another universe.,,2506,2137,72
Inosuke 4196,None,513140,A powerful warrior from another universe.,4438,8544,8195,272
Endeavor 4197,"Slime abilities, unlimited shapeshifting",435581,A powerful warrior from another universe.,1239,8989,9944,20
Jotaro 4198,"Speed force, time travel, infinite mass punch",415383,A powerful warrior from another universe.,,2968,1296,24
Darkness 4199,"Titan shifter, 3D maneuver gear",869784,A powerful warrior from another universe.,,5051,3576,28
Erwin 4200,"Slime abilities, unlimited shapeshifting",797996,A powerful warrior from another universe.,,9011,4515,219
Tanjiro 4201,None,577422,A powerful warrior from another universe.,6847,5418,5610,310
Levi 4202,"Breathing techniques, demon slayer mark",667174,A powerful warrior from another universe.,,1652,3777,45
Superman 4203,"Breathing techniques, demon slayer mark",586749,A powerful warrior from another universe.,,5396,9539,78
Rimuru 4204,"Slime abilities, unlimited shapeshifting",824948,A powerful warrior from another universe.,3210,8487,7369,481
Emilia 4205,"Titan shifter, 3D maneuver gear",530248,A powerful warrior from another universe.,7548,8196,1718,236
Ainz 4206,None,658410,A powerful warrior from another universe.,,9123,1133,206
Luffy 4207,None,283889,A powerful warrior from another universe.,,5000,9391,209
Sinon 4208,"Firearms, explosives, tactical genius",399057,A powerful warrior from another universe.,,9503,1632,171
Hulk 4209,"Speed force, time travel, infinite mass punch",635265,A powerful warrior from another universe.,,3234,6388,448
Giorno 4210,"Slime abilities, unlimited shapeshifting",313415,A powerful warrior from another universe.,,1969,2124,476
Aqua 4211,"Haki, devil fruit, conqueror haki",30820,A powerful warrior from another universe.,,8558,454,334
Hulk 4212,"Haki, devil fruit, conqueror haki",674092,A powerful warrior from another universe.,8154,377,1842,401
Asuna 4213,"Speed force, time travel, infinite mass punch",821066,A powerful warrior from another universe.,1337,3092,9393,226
Captain America 4214,"Super strength, flight, laser vision",632852,A powerful warrior from another universe.,,4545,4096,45
Batman 4215,"Ki manipulation, instant transmission, ultra instinct",554984,A powerful warrior from another universe.,5643,99,9425,441
Superman 4216,"Dark magic, undead army, time stop",699796,A powerful warrior from another universe.,4904,9361,2875,492
Zoro 4217,"Breathing techniques, demon slayer mark",85143,A powerful warrior from another universe.,136,1932,6350,230
Leafa 4218,"Slime abilities, unlimited shapeshifting",457248,A powerful warrior from another universe.,,7466,6247,204
Giorno 4219,"Stand power, time stop, vampirism",452756,A powerful warrior from another universe.,3468,8449,6132,145
Ainz 4220,"Combat knife, martial arts, stealth",443441,A powerful warrior from another universe.,,4240,1288,275
Agil 4221,"Stand power, time stop, vampirism",991318,A powerful warrior from another universe.,4614,3789,8539,334
Kazuma 4222,"Combat knife, martial arts, stealth",232736,A powerful warrior from another universe.,,9302,5800,39
Subaru 4223,"Firearms, explosives, tactical genius",520529,A powerful warrior from another universe.,,7078,7919,197
All Might 4224,"Breathing techniques, demon slayer mark",915847,A powerful warrior from another universe.,,7968,2490,25
Sinon 4225,"Sharingan, Rinnegan, Susanoo, genjutsu",551263,A powerful warrior from another universe.,,319,7054,400
Sasuke 4226,"Haki, devil fruit, conqueror haki",80573,A powerful warrior from another universe.,,4014,9896,188
Superman 4227,"Firearms, explosives, tactical genius",204293,A powerful warrior from another universe.,,1082,1774,160
Aizen 4228,"Slime abilities, unlimited shapeshifting",8395,A powerful warrior from another universe.,4425,2611,1486,52
Iron Man 4229,"Dark magic, undead army, time stop",915390,A powerful warrior from another universe.,5983,2850,1665,297
Sinon 4230,"Combat knife, martial arts, stealth",100200,A powerful warrior from another universe.,5339,8618,3551,222
Zoro 4231,"Soul reaper powers, bankai, hollow form",132440,A powerful warrior from another universe.,,9658,9900,16
Rengoku 4232,"Combat knife, martial arts, stealth",411611,A powerful warrior from another universe.,,206,8067,437
Leafa 4233,"Speed force, time travel, infinite mass punch",99587,A powerful warrior from another universe.,6840,6699,8167,263
Subaru 4234,"Slime abilities, unlimited shapeshifting",500384,A powerful warrior from another universe.,1051,1164,5750,497
Sasuke 4235,"Slime abilities, unlimited shapeshifting",921559,A powerful warrior from another universe.,4027,3354,675,63
Spider Man 4236,"Haki, devil fruit, conqueror haki",87162,A powerful warrior from another universe.,,9935,1704,341
Iron Man 4237,"Quirk: One for All, 100% Detroit Smash",481615,A powerful warrior from another universe.,,4397,6584,327
Iron Man 4238,"Stand power, time stop, vampirism",294340,A powerful warrior from another universe.,,4144,9021,347
Eren 4239,"Sharingan, Rinnegan, Susanoo, genjutsu",592650,A powerful warrior from another universe.,,1179,463,420
Thanos 4240,"Sharingan, Rinnegan, Susanoo, genjutsu",158531,A powerful warrior from another universe.,,2780,5665,314
Jonathan 4241,"Stand power, time stop, vampirism",513888,A powerful warrior from another universe.,3181,4556,9606,325
Deku 4242,"Super strength, flight, laser vision",670952,A powerful warrior from another universe.,6809,9170,5991,84
Tanjiro 4243,"Super strength, flight, laser vision",789875,A powerful warrior from another universe.,,5125,8231,222
Zenitsu 4244,"Dark magic, undead army, time stop",54478,A powerful warrior from another universe.,4500,3766,7145,483
Kazuma 4245,"Combat knife, martial arts, stealth",271781,A powerful warrior from another universe.,,7579,1675,499
Mikasa 4246,"Breathing techniques, demon slayer mark",331549,A powerful warrior from another universe.,8578,999,3143,302
Captain America 4247,"Soul reaper powers, bankai, hollow form",880628,A powerful warrior from another universe.,,8789,3785,282
Captain America 4248,"Slime abilities, unlimited shapeshifting",713086,A powerful warrior from another universe.,,9598,5812,26
Gintoki 4249,"Quirk: One for All, 100% Detroit Smash",969498,A powerful warrior from another universe.,,6185,3412,460
Inosuke 4250,"Sharingan, Rinnegan, Susanoo, genjutsu",299326,A powerful warrior from another universe.,3082,1291,4861,188
Hawks 4251,None,933485,A powerful warrior from another universe.,9454,7981,2646,352
Darkness 4252,"Super strength, flight, laser vision",916479,A powerful warrior from another universe.,5741,7142,985,184
Hulk 4253,"Breathing techniques, demon slayer mark",991721,A powerful warrior from another universe.,,2876,4838,448
Superman 4254,"Speed force, time travel, infinite mass punch",208900,A powerful warrior from another universe.,2512,6833,2717,165
Deku 4255,"Dark magic, undead army, time stop",531473,A powerful warrior from another universe.,,2247,9988,69
All Might 4256,"Super strength, flight, laser vision",472058,A powerful warrior from another universe.,,5908,220,373
Endeavor 4257,None,394898,A powerful warrior from another universe.,,7956,6494,86
Gintoki 4258,"Soul reaper powers, bankai, hollow form",870536,A powerful warrior from another universe.,,9804,3658,470
Jonathan 4259,"Titan shifter, 3D maneuver gear",180042,A powerful warrior from another universe.,,1984,8367,131
Darkness 4260,"Breathing techniques, demon slayer mark",426118,A powerful warrior from another universe.,,5396,1111,4
Aizen 4261,"Quirk: One for All, 100% Detroit Smash",730709,A powerful warrior from another universe.,,7383,1721,329
Naruto 4262,"Haki, devil fruit, conqueror haki",435676,A powerful warrior from another universe.,,3707,4081,370
Madara 4263,"Stand power, time stop, vampirism",538449,A powerful warrior from another universe.,,1678,9573,81
Hulk 4264,"Breathing techniques, demon slayer mark",999982,A powerful warrior from another universe.,,9399,9791,295
Leafa 4265,"Breathing techniques, demon slayer mark",641077,A powerful warrior from another universe.,6642,4246,8287,87
Ainz 4266,"Quirk: One for All, 100% Detroit Smash",411936,A powerful warrior from another universe.,,7250,2386,425
Spider Man 4267,"Dark magic, undead army, time stop",576236,A powerful warrior from another universe.,,7542,4091,434
Inosuke 4268,"Stand power, time stop, vampirism",183882,A powerful warrior from another universe.,,6355,3673,158
Leafa 4269,"Haki, devil fruit, conqueror haki",693154,A powerful warrior from another universe.,,2883,7031,258
Thanos 4270,"Super strength, flight, laser vision",41146,A powerful warrior from another universe.,8114,4542,52,259
All Might 4271,"Dark magic, undead army, time stop",45168,A powerful warrior from another universe.,6220,9064,5236,312
Kirito 4272,None,545079,A powerful warrior from another universe.,,4400,4422,95
Josuke 4273,"Breathing techniques, demon slayer mark",808281,A powerful warrior from another universe.,,1320,5633,342
Erwin 4274,"Haki, devil fruit, conqueror haki",617917,A powerful warrior from another universe.,,5921,8831,378
Aqua 4275,"Breathing techniques, demon slayer mark",550264,A powerful warrior from another universe.,7625,2555,9038,273
Leafa 4276,"Dark magic, undead army, time stop",995816,A powerful warrior from another universe.,,2436,5639,123
Deku 4277,None,417345,A powerful warrior from another universe.,,1179,8533,396
Superman 4278,"Stand power, time stop, vampirism",275830,A powerful warrior from another universe.,7177,3296,3800,240
Kirito 4279,"Firearms, explosives, tactical genius",88897,A powerful warrior from another universe.,5418,6269,4408,425
Hawks 4280,"Ki manipulation, instant transmission, ultra instinct",950497,A powerful warrior from another universe.,,2696,5100,317
Asuna 4281,None,85485,A powerful warrior from another universe.,,7245,3849,479
Ichigo 4282,"Sharingan, Rinnegan, Susanoo, genjutsu",671038,A powerful warrior from another universe.,,6596,8077,320
Darkness 4283,"Titan shifter, 3D maneuver gear",83451,A powerful warrior from another universe.,5203,3742,2968,59
Saitama 4284,"Dark magic, undead army, time stop",115352,A powerful warrior from another universe.,7260,9059,8020,459
Darkness 4285,"Sharingan, Rinnegan, Susanoo, genjutsu",737990,A powerful warrior from another universe.,2816,8643,8705,2
Dio 4286,"Dark magic, undead army, time stop",773065,A powerful warrior from another universe.,247,7957,4748,249
Jotaro 4287,"Breathing techniques, demon slayer mark",272103,A powerful warrior from another universe.,,1677,8688,205
Saitama 4288,"Soul reaper powers, bankai, hollow form",332463,A powerful warrior from another universe.,,7380,2895,489
Aizen 4289,"Breathing techniques, demon slayer mark",636482,A powerful warrior from another universe.,,615,9692,494
Josuke 4290,"Speed force, time travel, infinite mass punch",237326,A powerful warrior from another universe.,2813,3986,602,94
Hulk 4291,"Slime abilities, unlimited shapeshifting",441585,A powerful warrior from another universe.,,1702,9190,419
Endeavor 4292,"Speed force, time travel, infinite mass punch",539197,A powerful warrior from another universe.,,2341,984,317
Endeavor 4293,"Sharingan, Rinnegan, Susanoo, genjutsu",235899,A powerful warrior from another universe.,2953,1567,4498,378
Kakashi 4294,"Firearms, explosives, tactical genius",773172,A powerful warrior from another universe.,,9293,3764,408
Thor 4295,"Slime abilities, unlimited shapeshifting",304920,A powerful warrior from another universe.,1069,7007,9560,21
Darkness 4296,"Stand power, time stop, vampirism",785993,A powerful warrior from another universe.,,2633,5600,25
Leafa 4297,"Slime abilities, unlimited shapeshifting",524164,A powerful warrior from another universe.,,5233,9074,448
Kazuma 4298,"Soul reaper powers, bankai, hollow form",507455,A powerful warrior from another universe.,5237,3677,9305,222
Kazuma 4299,"Super strength, flight, laser vision",219210,A powerful warrior from another universe.,9614,2031,3354,179
Kakashi 4300,"Firearms, explosives, tactical genius",979258,A powerful warrior from another universe.,1144,8656,1015,14
Spider Man 4301,"Soul reaper powers, bankai, hollow form",738089,A powerful warrior from another universe.,,1340,7054,127
Spider Man 4302,"Titan shifter, 3D maneuver gear",487095,A powerful warrior from another universe.,214,4247,9371,161
Jotaro 4303,"Combat knife, martial arts, stealth",178396,A powerful warrior from another universe.,,5143,3786,65
Madara 4304,"Quirk: One for All, 100% Detroit Smash",502557,A powerful warrior from another universe.,5805,7277,1981,195
Darkness 4305,"Titan shifter, 3D maneuver gear",498484,A powerful warrior from another universe.,7585,722,1652,320
Tanjiro 4306,"Firearms, explosives, tactical genius",675185,A powerful warrior from another universe.,,835,3398,112
Hulk 4307,"Haki, devil fruit, conqueror haki",778411,A powerful warrior from another universe.,3777,1934,2046,95
Luffy 4308,"Stand power, time stop, vampirism",583110,A powerful warrior from another universe.,,9666,5016,452
Naruto 4309,"Breathing techniques, demon slayer mark",95550,A powerful warrior from another universe.,5380,657,4838,340
Erwin 4310,None,304538,A powerful warrior from another universe.,,7004,1619,235
All Might 4311,"Titan shifter, 3D maneuver gear",303557,A powerful warrior from another universe.,,8497,4176,162
Eren 4312,"Haki, devil fruit, conqueror haki",14427,A powerful warrior from another universe.,,9267,1559,271
Batman 4313,"Speed force, time travel, infinite mass punch",884106,A powerful warrior from another universe.,6540,5460,381,181
Josuke 4314,"Slime abilities, unlimited shapeshifting",985465,A powerful warrior from another universe.,,4228,9670,156
Zenitsu 4315,"Firearms, explosives, tactical genius",413874,A powerful warrior from another universe.,,5769,3042,135
Captain America 4316,"Soul reaper powers, bankai, hollow form",690304,A powerful warrior from another universe.,2796,5198,4663,120
Mikasa 4317,"Slime abilities, unlimited shapeshifting",163620,A powerful warrior from another universe.,4944,8226,7816,184
Vegeta 4318,"Super strength, flight, laser vision",835958,A powerful warrior from another universe.,873,3846,7444,243
Deku 4319,"Super strength, flight, laser vision",432668,A powerful warrior from another universe.,8564,1039,6376,205
Levi 4320,"Super strength, flight, laser vision",224104,A powerful warrior from another universe.,,162,2716,263
Dio 4321,"Dark magic, undead army, time stop",5062,A powerful warrior from another universe.,7283,6341,4315,471
Jotaro 4322,"Super strength, flight, laser vision",768424,A powerful warrior from another universe.,1830,794,4047,79
Rimuru 4323,"Soul reaper powers, bankai, hollow form",224502,A powerful warrior from another universe.,492,9555,485,475
Erwin 4324,"Combat knife, martial arts, stealth",611359,A powerful warrior from another universe.,3811,565,9870,4
Luffy 4325,"Slime abilities, unlimited shapeshifting",285505,A powerful warrior from another universe.,,7230,87,346
Aizen 4326,"Sharingan, Rinnegan, Susanoo, genjutsu",950055,A powerful warrior from another universe.,2856,5897,4414,483
Asuna 4327,"Sharingan, Rinnegan, Susanoo, genjutsu",906229,A powerful warrior from another universe.,,3018,9511,103
Thanos 4328,"Slime abilities, unlimited shapeshifting",975965,A powerful warrior from another universe.,5539,5462,4629,443
All Might 4329,"Titan shifter, 3D maneuver gear",729343,A powerful warrior from another universe.,8633,9584,3877,309
Subaru 4330,"Sharingan, Rinnegan, Susanoo, genjutsu",948384,A powerful warrior from another universe.,,6560,9718,362
Darkness 4331,"Speed force, time travel, infinite mass punch",255955,A powerful warrior from another universe.,8317,361,6259,63
Superman 4332,"Combat knife, martial arts, stealth",364693,A powerful warrior from another universe.,6134,9065,731,25
Dio 4333,"Ki manipulation, instant transmission, ultra instinct",231204,A powerful warrior from another universe.,5895,6378,9785,474
Agil 4334,"Stand power, time stop, vampirism",134871,A powerful warrior from another universe.,6329,4109,6927,157
Emilia 4335,"Titan shifter, 3D maneuver gear",539254,A powerful warrior from another universe.,,4673,5036,382
Rimuru 4336,"Combat knife, martial arts, stealth",527653,A powerful warrior from another universe.,6657,2474,8139,419
Aizen 4337,"Sharingan, Rinnegan, Susanoo, genjutsu",38339,A powerful warrior from another universe.,8731,5555,4381,401
Ichigo 4338,"Firearms, explosives, tactical genius",792929,A powerful warrior from another universe.,,4109,2462,291
Ainz 4339,"Titan shifter, 3D maneuver gear",942220,A powerful warrior from another universe.,,1944,8427,453
Leafa 4340,"Speed force, time travel, infinite mass punch",939050,A powerful warrior from another universe.,3716,3080,2834,326
Kirito 4341,None,441335,A powerful warrior from another universe.,,8120,2230,343
Klein 4342,"Sharingan, Rinnegan, Susanoo, genjutsu",377449,A powerful warrior from another universe.,,5215,9776,147
Saitama 4343,"Soul reaper powers, bankai, hollow form",40324,A powerful warrior from another universe.,6454,5016,1974,298
Todoroki 4344,"Soul reaper powers, bankai, hollow form",716914,A powerful warrior from another universe.,8665,3508,1509,242
Kirito 4345,"Super strength, flight, laser vision",998513,A powerful warrior from another universe.,5546,5457,8885,295
Yui 4346,"Super strength, flight, laser vision",55387,A powerful warrior from another universe.,,3242,2117,116
Aizen 4347,"Super strength, flight, laser vision",849854,A powerful warrior from another universe.,7525,5362,2244,41
Ainz 4348,"Speed force, time travel, infinite mass punch",274085,A powerful warrior from another universe.,,2096,8922,358
Sinon 4349,"Haki, devil fruit, conqueror haki",907845,A powerful warrior from another universe.,,2700,1846,179
Batman 4350,"Titan shifter, 3D maneuver gear",934143,A powerful warrior from another universe.,7150,1983,58,42
Todoroki 4351,"Titan shifter, 3D maneuver gear",654848,A powerful warrior from another universe.,,7324,7373,166
Jotaro 4352,"Combat knife, martial arts, stealth",64806,A powerful warrior from another universe.,155,2126,6199,372
Jonathan 4353,None,238944,A powerful warrior from another universe.,,9411,7056,28
Endeavor 4354,"Speed force, time travel, infinite mass punch",875974,A powerful warrior from another universe.,6324,4348,9075,275
Madara 4355,"Slime abilities, unlimited shapeshifting",407634,A powerful warrior from another universe.,8691,963,9661,484
Itachi 4356,"Combat knife, martial arts, stealth",450894,A powerful warrior from another universe.,140,6992,6242,59
Emilia 4357,"Haki, devil fruit, conqueror haki",619471,A powerful warrior from another universe.,7400,8820,4115,358
Sinon 4358,"Ki manipulation, instant transmission, ultra instinct",553322,A powerful warrior from another universe.,4317,8145,3069,491
Todoroki 4359,"Ki manipulation, instant transmission, ultra instinct",398911,A powerful warrior from another universe.,,2469,6509,168
Bakugo 4360,"Dark magic, undead army, time stop",138746,A powerful warrior from another universe.,6428,5384,90,329
Spider Man 4361,"Haki, devil fruit, conqueror haki",715108,A powerful warrior from another universe.,1109,1788,6903,249
Goku 4362,"Titan shifter, 3D maneuver gear",190481,A powerful warrior from another universe.,6111,3409,5651,32
Bakugo 4363,"Speed force, time travel, infinite mass punch",736726,A powerful warrior from another universe.,6185,2553,4552,154
Agil 4364,"Haki, devil fruit, conqueror haki",869096,A powerful warrior from another universe.,4877,1888,5010,236
Klein 4365,"Super strength, flight, laser vision",243661,A powerful warrior from another universe.,900,727,1279,288
Todoroki 4366,"Quirk: One for All, 100% Detroit Smash",950034,A powerful warrior from another universe.,7834,530,3798,476
Jotaro 4367,"Haki, devil fruit, conqueror haki",573136,A powerful warrior from another universe.,7957,9306,1525,391
Hulk 4368,"Haki, devil fruit, conqueror haki",104241,A powerful warrior from another universe.,,6607,8400,280
Sinon 4369,"Super strength, flight, laser vision",930920,A powerful warrior from another universe.,7304,345,8551,368
Naruto 4370,"Slime abilities, unlimited shapeshifting",750820,A powerful warrior from another universe.,9388,6383,9982,131
Dio 4371,"Titan shifter, 3D maneuver gear",183489,A powerful warrior from another universe.,3415,9722,9138,348
Thanos 4372,"Combat knife, martial arts, stealth",85575,A powerful warrior from another universe.,,3770,8905,6
Aqua 4373,"Haki, devil fruit, conqueror haki",971048,A powerful warrior from another universe.,5401,8489,5128,33
Leafa 4374,"Dark magic, undead army, time stop",377182,A powerful warrior from another universe.,,7370,1649,169
Josuke 4375,"Ki manipulation, instant transmission, ultra instinct",393924,A powerful warrior from another universe.,4533,9693,4773,438
Batman 4376,None,44621,A powerful warrior from another universe.,5394,3339,9933,16
Zenitsu 4377,"Slime abilities, unlimited shapeshifting",332759,A powerful warrior from another universe.,9678,5546,1824,318
Batman 4378,"Breathing techniques, demon slayer mark",633784,A powerful warrior from another universe.,,9417,3957,104
