speed,strenght,iq,battleiq
284244,709874,17,192
214465,865734,203,86
401641,493604,233,259
573712,532040,108,164
729669,249091,169,122
164608,501432,275,12
581787,9487,78,287
530765,283670,151,189
41051,231418,34,33
693687,12967,137,180
467401,229969,102,205
111539,960047,149,255
380191,542560,35,163
673205,882102,178,91
372482,266588,298,264
190940,843248,80,270
61479,748732,222,260
859381,822038,254,213
306003,125556,282,164
958946,690171,71,47
591349,649005,176,280
806192,392790,1,65
396452,122374,24,282
548857,233592,299,181
674874,46497,20,229
561817,784445,7,95
459948,577961,142,188
430122,370809,12,284
155588,205850,26,88
572806,963856,47,216
344934,496990,69,92
113986,594254,164,36
903968,901780,14,66
101990,242543,30,299
504820,471587,63,119
451320,757158,299,262
586002,463719,276,262
991353,438689,41,25
641875,388170,239,263
357463,464148,117,127
984812,11414,49,142
508513,327760,181,185
744082,232668,149,188
717323,118557,30,148
305225,355219,131,228
652006,285033,6,43
924206,954990,180,153
618823,212863,156,208
930168,959272,247,133
432852,894547,237,24
836439,465039,118,197
387736,406057,107,273
507039,812059,62,171
474508,190283,50,288
175941,729680,22,81
666867,948164,110,0
409984,925799,123,237
205998,70040,69,109
148691,648236,9,128
98627,888185,115,241
307977,696131,137,94
964929,367641,214,242
48965,431714,230,237
508256,563722,167,214
674022,956771,7,163
611695,287190,205,274
346011,535723,278,221
625815,665980,140,192
538146,760188,194,188
73700,723665,109,208
131355,233954,210,21
142778,209927,19,90
916519,834583,221,116
32868,236260,54,280
661277,887048,294,233
645884,1035,85,129
605272,858193,0,141
316078,114596,101,206
408633,529966,199,23
454616,519515,55,98
876846,564183,123,66
981436,296877,247,46
259467,107997,191,286
80384,778058,202,15
580939,303822,44,80
319424,279603,26,277
488547,942666,246,221
36540,123556,87,56
578594,187316,231,99
991150,146801,141,258
469579,432779,57,300
577649,210881,187,263
258840,321059,291,263
567107,306324,53,253
610399,850212,223,8
239952,982617,125,219
752000,965387,7,171
310858,353655,138,113
745072,191698,98,111
370108,264783,12,209
544223,946999,99,83
205871,239561,73,44
511189,146782,57,258
820911,218522,146,256
500627,125220,214,242
663718,269454,146,271
648946,143277,173,230
573191,604488,241,115
967910,718937,196,0
174034,83877,103,81
893503,415307,86,288
801056,534917,20,44
270724,818157,230,103
957447,658616,85,137
145477,915618,87,209
670126,153942,131,9
454027,831968,117,126
440487,633929,2,217
85282,105149,93,239
581226,447812,126,50
702850,616876,1,126
769201,916653,158,11
901746,333979,36,80
360167,914501,250,6
893284,575229,229,267
784411,479845,213,71
484339,832880,63,11
628769,930872,33,277
627991,722305,225,181
991391,505111,182,80
183395,140672,294,191
433698,34425,205,175
324943,260699,143,249
323245,379221,283,80
418465,779124,104,215
792280,914646,218,224
442193,862075,144,10
573720,306975,242,239
8507,103035,73,254
55941,696128,262,211
358330,651951,70,85
644722,657905,87,160
272355,70916,69,80
73049,525457,159,16
346005,700470,300,211
684997,170475,232,268
497062,150904,77,88
341530,113480,215,45
352448,687090,86,33
459224,428754,88,67
579771,359066,73,245
474041,863916,22,1
847928,55461,209,37
18953,529808,260,217
715877,35301,96,295
370925,694917,206,16
752003,24112,187,61
20838,958180,210,26
295723,141229,45,222
464088,559632,83,233
697865,505783,95,131
297779,990455,207,278
301119,608169,88,170
757949,465911,6,237
449137,718412,131,240
253125,488002,230,182
260167,495353,69,127
33806,545626,223,257
181826,695822,217,44
220930,496675,4,105
779484,202997,86,190
625524,174314,82,69
209881,913025,45,194
553047,634470,260,65
424203,517821,77,76
997603,136835,285,266
253477,136200,86,87
232994,713651,193,216
897160,640026,289,181
638672,279186,136,147
796936,952680,122,70
987400,981176,26,239
449775,506172,10,244
744030,540364,291,251
125263,53550,295,106
680995,74774,31,131
472846,940665,171,163
586643,975508,181,200
185452,633532,25,262
200152,512913,8,8
612702,609202,33,106
807000,796992,127,80
134611,334755,125,118
606523,251643,292,101
22855,134046,189,81
929685,580260,2,92
43962,874330,55,94
368572,461854,200,151
766776,589098,115,131
734524,290744,138,259
974244,310155,150,296
490016,580713,1,194
311223,685512,77,112
755646,536200,30,201
952604,312593,69,246
1763,389174,86,58
279042,533112,267,71
228446,653317,283,42
457734,872542,49,267
692154,462398,222,133
715299,570899,269,97
718226,11157,44,37
575004,355061,5,37
771169,915151,130,144
797999,612359,111,239
854014,738314,284,32
540941,870126,144,174
831514,351151,267,261
766150,566193,299,220
502657,553699,139,272
379917,53204,37,88
356182,445051,197,101
442918,127803,76,189
643575,317003,115,32
897864,844364,225,286
548948,867318,57,182
436338,700421,59,270
329667,570676,201,2
133170,646060,258,281
866644,291596,188,295
963637,848920,51,191
541278,428549,151,122
854845,407969,95,82
114323,433202,213,130
503392,578967,106,240
696304,992627,181,248
249218,788370,182,26
888677,408551,77,224
890461,196553,245,62
86831,724413,41,246
141946,498511,134,148
85011,269043,151,40
929029,533533,141,184
220539,44214,9,230
307085,144327,112,271
4137,907638,36,170
485358,760084,31,216
151551,817617,39,272
614648,839744,62,167
794807,414891,33,241
508931,928037,199,257
121425,661455,281,284
702404,138615,267,253
761433,120842,100,242
852095,62708,106,244
190641,963578,203,130
455397,277866,67,154
382589,995361,10,93
652132,892256,74,186
986892,66372,225,279
453493,286201,298,169
542839,616488,106,99
757231,956524,150,163
649553,535238,129,283
629465,727864,297,235
358717,166983,196,174
607970,930085,242,142
284108,238647,287,123
797641,2408,251,245
138862,429510,295,261
781463,289561,241,51
836738,933034,288,71
452504,964295,222,73
741821,725997,112,153
322270,726595,262,180
235893,823211,202,226
849171,779796,69,141
71187,310666,222,29
617246,714846,203,161
514262,361023,136,45
891257,336998,122,4
510874,127310,74,204
811218,868269,45,187
897591,567659,160,260
508076,107641,42,102
452828,66892,247,271
546441,748875,128,124
461549,317025,67,153
963293,268133,23,241
238165,535528,140,109
307096,88325,72,190
674816,231624,166,149
289912,972751,142,23
172426,706674,180,113
662542,939370,142,114
159528,5803,39,150
339547,300183,57,96
515634,557008,14,260
518889,304486,97,73
408294,635708,85,158
508135,430077,205,261
910010,647171,2,193
780683,800650,267,219
773871,344395,175,8
711506,572396,217,114
716784,441056,50,134
534993,121690,282,59
30663,170172,113,15
580111,408902,180,2
748692,968726,55,283
384177,395179,220,181
651034,27691,9,53
61195,871813,121,190
923302,744958,58,96
804159,905613,138,147
544770,560559,118,236
980549,490252,281,279
868189,655252,78,29
47971,952209,282,235
613042,809114,252,45
123318,708025,208,34
462776,569923,255,81
542654,463097,144,54
18937,712412,142,237
971671,307606,127,95
798927,106363,233,142
7728,209557,20,147
824789,318540,40,138
188541,504059,7,82
270405,436613,202,275
25722,668903,106,44
585058,745491,245,274
830918,113858,162,153
355918,590231,208,58
27715,494600,2,48
58456,166986,238,221
121593,444077,199,0
388646,446158,168,47
114231,414137,158,181
133637,820709,219,62
156955,501399,104,38
130768,221507,30,216
350131,273274,208,211
570981,860822,266,146
939229,552035,66,134
738954,194635,279,197
935478,294086,10,172
622131,271881,15,125
83949,601924,269,132
117985,32018,117,1
296937,90859,265,133
734877,811710,21,216
251745,972940,143,4
133227,923062,236,223
690993,228458,1,148
451522,792866,235,97
362249,81072,5,111
114941,87839,270,209
661117,719336,2,64
231347,490437,67,216
263713,653027,104,270
461590,144297,129,232
225514,890487,161,46
489841,685010,18,156
695411,54891,244,62
902217,705823,242,278
914211,272374,178,277
209235,46103,260,0
508736,664691,292,117
930473,420911,220,76
485783,362853,86,24
306446,996020,29,68
920945,249735,239,141
392366,519122,287,100
407662,279041,174,191
121944,605402,157,91
985743,29362,28,278
866124,893968,96,296
945028,962720,91,209
951645,617769,253,148
632691,297721,239,270
620406,884301,210,124
567382,984022,273,298
127444,944344,66,245
432216,803333,173,134
467893,145003,146,89
848527,49009,45,118
32831,703574,92,294
577327,314004,82,132
90649,725049,264,123
604583,820382,246,16
593646,977501,90,273
539470,796973,239,38
811572,852912,298,98
912569,269280,175,142
658340,568278,45,0
841612,165872,136,163
416324,940113,265,11
242488,891853,40,61
125489,428483,155,174
365635,727366,203,72
480219,920491,46,261
920770,663944,237,287
79224,718467,78,265
373090,862287,47,69
704047,604806,261,11
456905,949611,193,280
632065,463995,107,249
360516,941523,158,265
332759,554711,84,225
864905,730208,280,258
86189,368275,216,157
658694,901589,241,190
259525,236105,232,47
914784,294269,37,112
656033,176329,234,89
39560,673427,51,4
666427,24273,73,269
863076,149282,116,102
263604,716506,64,211
449696,532911,286,222
151149,468298,18,135
641393,212309,157,74
517578,670260,132,232
494331,2513,144,149
275687,474582,30,244
809549,772835,243,241
727552,6643,183,80
458639,317859,277,102
337655,715113,82,126
294043,153691,104,23
174513,939247,83,89
867172,33353,234,18
545774,678754,113,120
905041,348542,239,77
195507,936939,210,282
188224,315791,214,299
620092,470715,153,159
497082,595131,145,159
499855,228248,184,137
926576,161073,169,83
62027,43529,278,23
674733,616721,9,295
841764,862357,252,240
758720,715935,128,6
295731,487467,57,109
955377,981043,168,127
961725,287371,272,143
470234,640223,167,294
528070,976473,146,243
183342,478174,44,103
570387,541587,18,70
322671,140824,74,92
697504,556282,210,298
688000,815278,33,147
560432,995703,50,165
181562,398448,60,92
59811,419450,72,296
387743,547583,64,58
976510,920749,268,214
723251,904653,134,168
895083,626749,24,237
344044,183218,205,56
130880,29504,69,94
153478,937405,282,296
825628,910754,138,185
821994,104980,111,272
710237,908175,187,137
6091,163155,188,67
563619,992518,282,224
374876,958648,212,15
731256,303235,160,255
818759,267177,121,180
847314,43756,300,72
701747,391446,285,101
158171,986240,66,280
457564,894988,259,122
705765,934875,286,99
422362,120654,243,228
180092,930703,11,230
387370,53323,167,184
638811,102443,192,70
333996,549740,27,147
419532,863275,239,1
346468,612237,170,116
289518,927203,55,162
308729,453519,113,25
131699,206327,93,203
384645,654116,128,91
662324,138602,242,123
639152,963557,12,118
844782,999177,197,104
138804,897918,39,6
923069,728118,99,288
107987,534786,64,68
737817,931580,162,242
603387,284236,283,61
793222,120015,186,165
249124,83019,120,125
661792,921752,221,275
304484,171658,176,74
187138,667324,297,276
248608,919670,140,232
176739,890458,176,189
439412,689222,212,52
819862,564621,294,85
273303,298736,277,118
923576,178795,186,226
859994,505520,116,158
376100,421532,220,56
300882,243759,124,155
829408,59138,104,29
542053,118084,282,278
103260,658643,286,34
307287,234561,200,42
566842,32931,251,168
788800,845905,54,78
434939,769257,78,35
764132,958141,136,254
176808,724589,71,65
951192,772972,113,74
356088,317009,128,226
277747,481868,156,215
206744,638592,167,151
347683,390349,48,179
143767,678156,78,275
929707,478252,87,155
991312,224095,210,201
627040,886415,170,22
538262,589481,222,158
410662,522405,223,140
607007,8173,127,138
202757,616957,213,233
979387,606901,261,53
680604,372155,232,190
344964,270241,11,163
87201,277968,161,186
464582,336475,131,226
179637,570344,12,236
729888,666351,289,173
112317,817248,139,64
475835,998357,126,263
168047,728723,289,142
756776,612398,177,75
906543,2281,37,142
481804,431080,250,20
110148,289875,113,92
672243,956592,63,157
879699,848803,33,60
43710,546283,99,281
200211,798003,122,139
734436,230025,42,159
793869,655522,245,269
154142,548379,246,263
546113,732424,24,275
549817,896322,269,277
632969,867561,144,0
947344,68471,89,272
545134,501477,294,287
731609,202890,253,120
434169,861866,122,59
53670,561246,14,126
550089,990883,156,20
978537,802349,16,245
176453,31373,238,285
148157,12341,186,166
607391,496438,100,294
701924,650068,42,111
569662,504608,61,80
503148,812834,49,159
300890,735855,279,49
397240,56326,40,266
995080,496365,43,63
132213,191972,34,278
367174,558080,62,221
411178,317695,277,178
476891,214347,55,275
355512,789834,92,221
739322,266295,94,275
595636,679093,19,145
516422,134081,255,21
668288,28398,136,230
783195,811912,290,251
481127,524041,106,64
449433,77278,69,26
657926,893349,236,199
968319,237723,68,183
946364,94525,99,33
759850,930839,274,11
192263,458116,288,201
934166,275237,40,105
884395,726329,33,75
450521,669024,7,36
736184,314976,97,11
716712,722050,16,157
220075,671336,188,156
831296,631105,121,200
739713,921371,203,165
642450,468358,206,68
5870,380039,224,152
380982,844309,6,9
357799,737564,25,254
560054,833933,116,287
768863,68825,9,298
971148,936579,232,116
828510,973320,108,116
39432,916583,74,209
499990,495068,161,295
178203,854574,8,56
438510,356534,264,122
839335,370922,116,247
123631,859244,57,43
73831,283957,243,282
818912,532936,216,175
255024,351622,3,281
950867,277991,128,95
605020,914389,91,96
680717,624280,208,107
724778,808428,278,203
893681,681711,183,193
96291,42513,215,237
691328,798866,75,185
813181,817283,218,229
551958,617425,130,163
456842,90484,257,284
989017,559544,245,186
792082,654858,283,289
351655,333874,210,264
501518,43163,101,264
171631,701951,175,225
7463,193632,58,40
644923,370572,255,67
869002,372351,284,51
454761,972931,245,124
649799,756891,50,250
657191,878273,220,188
589791,103361,155,61
810354,204726,55,74
829029,107090,141,37
743649,583574,118,35
68585,819115,109,7
299400,968483,134,206
277292,976044,151,292
695316,30778,49,177
82934,290931,149,140
912070,643789,187,48
944539,550991,176,81
978252,659993,132,53
158171,891707,294,84
126888,633304,96,69
560083,485177,253,123
486934,424492,294,257
922042,344111,161,204
610273,936186,150,224
136468,155642,26,190
832178,981606,143,14
650629,907344,246,99
312925,998824,19,184
281971,286632,96,240
296466,994279,130,171
81490,742415,102,95
454185,238337,36,193
819896,920342,260,196
525885,72644,218,91
161204,639679,243,153
78717,959298,87,168
946444,783301,3,144
874226,657306,201,237
654349,439402,82,109
314463,253195,26,33
746460,166046,134,239
949587,378856,22,0
59083,727341,219,295
641789,87357,151,101
261082,296466,274,81
107462,4605,251,27
980962,396037,38,47
365857,141891,276,27
629568,641701,182,45
95755,564356,145,71
885968,988304,33,93
34862,79758,228,70
889676,766522,14,78
802995,741499,90,136
29433,7608,85,4
792169,63325,283,210
464929,695153,55,187
877728,510675,20,267
780322,666182,23,50
180226,513334,209,146
273195,428515,134,95
658958,590389,1,51
554057,155766,65,139
805402,310680,182,261
143849,504804,149,93
899425,186918,120,58
792008,497912,292,209
117155,287399,295,250
743313,516365,144,265
512539,868436,67,81
88670,295340,130,221
942525,326750,259,265
645687,23954,244,50
413728,464865,59,259
814647,992714,82,296
395515,876259,200,167
715708,258211,24,275
251040,731731,203,113
454768,660137,97,69
271273,270860,244,256
10482,880917,3,112
391610,57306,13,65
367954,189816,139,245
366344,992635,289,18
491272,595722,168,298
590937,72270,229,205
351913,533947,134,231
140234,77689,7,175
396000,203224,3,125
376342,202663,224,190
545399,573356,78,71
251640,191146,97,178
945818,637037,46,257
243715,764785,192,84
268749,848209,93,166
786714,559727,81,162
153021,562446,199,131
357722,628263,198,50
443883,72139,202,96
996604,722883,170,6
965360,992869,26,18
442848,718403,225,204
321359,321811,67,30
541914,483357,93,105
802266,827681,84,9
546328,524156,83,80
320018,17034,10,22
3264,829577,117,174
718069,617894,155,234
639982,601979,3,284
314003,735381,72,105
996759,720672,51,228
496907,515967,226,91
135595,244998,93,92
82698,721518,279,200
940178,414209,265,89
607766,840314,203,199
486838,369000,161,64
666725,830359,148,165
34047,18320,60,281
609458,234713,47,115
653273,95740,149,208
281239,103663,300,104
981107,568469,279,142
737572,908129,270,147
249702,403867,293,278
961819,44329,15,246
562000,395517,168,198
54111,228914,120,143
92681,186230,240,94
496938,97186,48,294
652269,701494,158,229
35507,110463,32,295
880419,164532,199,263
943385,118605,188,233
56257,894344,256,147
619775,514037,202,105
1774,374192,183,252
646124,546713,18,171
451027,557997,90,16
778844,985495,101,197
118881,109799,202,270
284921,569544,6,122
884855,891078,157,122
943273,389175,128,124
926096,872514,172,284
771993,951181,25,286
652055,594919,242,45
347086,3762,225,82
347000,54391,11,231
272928,458292,120,220
361030,469104,286,154
59002,322720,64,55
844269,897432,0,25
836849,438672,156,201
517649,161699,213,50
90762,966380,115,50
654431,293183,203,78
330644,896654,109,34
458715,235296,71,114
776570,932574,193,200
911490,145510,45,194
701804,508708,34,151
865349,888883,112,24
579273,336384,248,232
803646,771858,51,155
665968,286790,137,120
560161,364420,180,78
128937,638016,150,25
864294,648458,203,46
813469,675582,20,110
911994,590142,72,199
61386,289132,227,265
875909,922133,297,32
735303,639709,191,48
688263,29418,65,248
487083,553961,264,240
777976,368694,57,225
385854,705903,163,103
561360,701638,28,108
453419,107849,218,275
673208,972316,10,155
848825,868258,240,290
333389,371646,135,139
783238,751481,202,50
933542,407588,33,8
185533,465409,295,27
679338,723693,61,58
42431,833439,166,233
149495,85929,121,294
738446,96492,48,249
120049,203005,141,20
584812,605903,135,270
120798,227680,76,225
278651,983482,251,175
919246,80622,96,288
319588,859931,104,284
55709,187607,195,58
720215,331881,110,230
289383,192243,64,238
972705,516317,300,119
72209,682858,205,194
971676,740367,75,153
45742,835842,203,229
997452,359375,77,94
659768,574784,261,74
363512,789174,169,195
565885,403669,148,217
731834,385117,48,265
896402,508657,44,25
25255,143450,39,227
464075,295857,78,235
133186,379495,166,21
226104,247547,10,16
415188,925516,104,128
786214,635059,9,237
740348,716497,288,264
824340,390103,58,84
903002,718010,118,26
9466,542328,266,246
698085,130747,122,120
723711,491809,65,122
490670,813448,182,228
812190,798187,23,189
512235,742135,176,62
269983,946970,257,156
319173,66395,214,27
886378,198602,58,87
909656,321703,48,253
583655,350572,226,183
359473,37303,19,97
898210,238730,103,221
99570,229676,182,294
37107,491134,250,224
246323,30077,46,130
776144,676290,52,267
615318,82618,96,262
858688,408279,153,110
478988,246187,214,130
406406,701765,9,160
507687,767134,134,214
143736,360403,276,163
628044,225646,179,145
934977,858134,291,116
47256,643023,176,47
901934,847074,142,213
356797,651889,56,136
793001,609954,67,240
887912,23708,48,38
837603,989120,119,65
121594,46358,90,206
453230,168892,280,22
888545,682128,298,240
958657,425545,185,228
897015,844596,140,47
1225,648468,287,123
817687,807884,45,8
723286,970697,91,106
696262,956004,49,258
3030,577489,215,124
835094,238066,114,185
953321,441610,191,111
964045,763048,258,250
413712,753225,197,52
517845,988766,69,95
228910,126837,246,186
882784,954982,176,140
321584,188422,228,247
7963,411014,149,75
770889,910035,177,100
915694,906272,123,113
19129,241282,234,274
310607,181165,189,235
995436,767108,284,189
363771,602814,213,218
595578,146560,11,228
351237,6083,40,79
955879,837215,97,24
682044,953945,68,147
449486,938552,110,51
413679,946589,98,35
553013,313952,264,217
607956,418509,25,279
272738,583750,36,182
210114,863121,184,99
203901,490613,151,222
581542,915043,60,48
942695,457611,98,240
600625,752760,183,27
555537,171478,211,294
386689,432218,236,24
672513,141620,272,149
292639,80178,243,247
383324,229976,120,19
124362,42821,132,117
454465,838611,193,152
573856,347063,64,55
50755,530406,23,253
8596,946751,157,30
952285,764326,201,208
385567,59471,253,252
765841,991185,278,46
187101,724610,300,167
315345,540553,286,287
610296,546618,192,152
126209,122526,36,207
359853,762927,25,222
372343,917069,238,159
673342,243599,149,110
508035,440678,200,292
873814,88339,5,131
963120,519001,162,198
20157,130435,94,8
530820,872012,147,8
586364,627321,20,203
530358,761092,204,161
398979,245577,32,204
371239,185637,28,46
376256,371241,20,200
821044,5147,64,73
74646,582917,69,171
607729,232020,58,112
788040,127061,266,231
996154,616330,121,255
473864,100225,237,0
410193,354887,217,66
270286,55338,240,201
308776,107044,166,295
655645,870964,189,257
693543,762329,110,136
208034,961506,109,203
11201,931185,137,79
907538,284350,87,173
986799,978290,74,191
465092,100745,284,269
132941,204983,136,96
671221,798151,103,126
911710,259076,107,121
975303,466829,246,82
198504,506918,230,153
357197,691134,130,278
42338,867097,106,22
321865,155212,288,209
629156,584337,112,299
414984,869492,233,54
885481,614348,209,36
549049,594047,2,68
675106,204360,149,145
110450,994351,97,233
991033,760044,183,47
739051,265481,221,120
612866,478945,121,229
660808,121349,93,20
987865,108628,83,150
559886,170386,93,275
503139,275137,241,73
701369,276040,66,34
120373,614672,284,199
684594,362043,22,235
829750,838397,185,128
92797,618944,3,13
719616,392110,6,94
501864,125991,200,52
410555,146519,231,122
591985,328994,200,161
125477,105342,220,275
562129,454532,36,284
131870,665267,140,264
449164,257717,8,21
980386,378901,39,120
702362,837430,79,69
785932,803239,111,45
676979,276293,79,135
688641,653194,125,61
107105,561868,143,172
339483,208642,243,224
518862,232396,18,113
425255,978359,261,281
556949,91312,29,62
202582,292917,209,51
267950,510658,23,153
122753,318734,272,26
812064,54548,183,263
24022,803132,0,113
688482,271416,44,219
175685,110975,108,296
117969,39590,188,62
823885,773094,203,38
17524,713367,144,217
979413,458291,221,222
312657,100946,164,59
364865,83769,138,101
75700,365614,71,195
895215,553764,70,58
113818,189732,91,294
111093,128328,66,256
98813,436094,180,257
381954,32833,225,164
638648,80383,149,43
226735,329125,280,255
1017,514181,50,218
156367,25015,264,12
727800,15659,32,164
373003,86011,122,19
625387,67969,17,274
150277,807864,121,192
27566,734983,88,122
260643,20984,134,97
26572,372249,244,29
693158,817240,121,43
825768,900573,25,172
738064,623327,11,223
217341,919768,18,47
474063,711354,235,171
738765,805046,154,20
73464,628475,174,62
80679,59754,292,243
613273,610342,47,39
706214,169420,223,37
849312,166626,167,217
860134,660191,92,206
738899,699934,70,86
998266,343403,98,92
957374,454570,292,17
742146,905950,1,57
40871,447733,107,130
801374,135025,170,237
412233,730883,54,8
371367,605019,202,205
385767,974072,297,239
306485,686498,32,36
509505,62235,197,24
259638,111145,46,43
372529,204956,92,219
210763,519231,152,167
540668,350828,88,216
542140,938792,184,5
836708,481475,66,142
972246,223670,249,20
466605,797622,253,179
893661,114157,205,77
70049,209023,117,272
87745,889032,115,196
298767,38326,154,273
374899,837983,253,165
527685,20720,60,46
325486,483180,130,102
61704,810249,207,159
691502,115140,270,95
543994,407485,287,217
57451,671745,203,63
795533,533055,266,21
32767,682043,14,122
894699,193189,133,29
604347,259786,228,256
35123,84264,198,78
51674,109575,240,61
435988,211007,122,236
434274,82557,140,112
320623,210503,64,161
644451,17661,225,166
996661,508382,282,295
54046,397047,253,201
251144,734178,255,15
874721,532382,18,284
13306,747669,107,68
739178,919422,111,161
420463,337823,300,174
419989,667851,250,129
380892,704518,108,224
736665,52648,66,149
127365,638119,197,291
1701,603202,249,238
798578,649939,156,93
375852,573945,71,114
484778,103164,194,297
181138,612401,204,239
87110,115527,201,87
844074,736341,154,226
854642,262893,300,4
231083,491052,140,178
794113,218526,295,4
894346,22666,41,186
755154,628325,16,55
609828,435794,60,287
998444,371658,17,290
514354,639821,89,200
116977,887247,177,53
978557,755347,286,110
333981,478583,210,146
608654,371136,23,46
963866,944170,269,104
248625,673431,151,142
118870,27936,44,199
475047,371202,110,124
700302,842377,214,59
357185,499167,264,167
616696,64668,141,297
395488,741338,33,99
738533,169756,143,113
533735,548208,294,91
974329,684910,61,174
186140,457989,240,5
722775,833360,86,172
302839,355001,210,36
106386,160707,188,255
965614,98660,178,145
618887,253948,1,46
989889,748315,247,285
529864,24870,152,245
546591,552950,114,237
38858,638776,200,198
160296,75590,96,64
971429,191296,207,6
709569,727151,33,116
981573,426777,69,173
112204,574185,240,217
375150,476875,298,22
66853,776736,42,231
226935,910496,62,55
389597,850097,225,118
706397,565996,280,144
31954,447249,270,7
291532,438726,227,299
872504,155927,100,50
146036,276948,242,42
470210,978776,97,136
869724,820022,177,115
92508,311715,237,170
264154,717636,284,174
28174,77216,173,283
788634,260838,92,20
465374,543695,8,269
300036,722823,256,96
989836,694494,138,74
240084,938695,35,155
571888,360494,57,118
913283,615600,17,249
462623,950257,123,22
500299,634106,60,2
614731,340385,156,162
98267,214703,68,61
574020,7933,150,239
413901,676284,108,251
261648,830514,295,178
66278,254930,53,124
906226,845916,190,59
889411,243082,1,145
924652,440918,205,54
29951,235891,192,279
812890,241820,134,166
215144,208426,220,118
314992,890058,20,137
467439,115477,273,45
685499,656361,211,161
63335,379677,193,47
98684,399076,203,53
323206,801379,69,259
708471,720705,147,286
710742,308747,123,57
69181,247425,17,229
796512,433355,29,181
277621,603338,98,17
511565,243058,241,201
197649,704424,31,233
857783,820216,63,245
766342,709235,274,227
181055,969131,200,271
746744,577987,248,289
526616,14605,121,226
172722,943377,30,93
916133,546086,132,161
273441,425738,132,233
727939,266479,299,228
655387,2890,245,175
264883,864407,124,217
616407,646293,142,29
731991,202330,113,70
916124,683234,11,255
527776,441573,85,30
656821,451518,52,197
903054,255657,174,76
91059,57272,122,32
633012,718217,214,157
83498,117414,98,191
393976,128673,157,97
447913,232295,202,54
834399,559351,18,272
345037,802200,123,119
240198,454779,99,196
455563,199212,81,223
848825,563557,243,178
746652,673083,216,42
565806,629248,91,93
786589,129859,217,119
740496,184986,7,273
864501,625222,29,252
419281,538137,50,53
928717,190027,74,100
248881,128579,58,47
972973,740556,9,150
378728,82427,216,42
880555,546611,285,103
883665,421822,125,294
94511,854277,186,76
56031,142918,202,146
100213,548594,53,201
536897,748348,114,74
632518,414329,283,222
160771,738014,276,96
307063,188844,55,36
437469,430803,113,200
132247,999639,141,141
791809,936948,242,187
519368,148066,3,36
512666,397814,181,89
219817,185496,131,259
409227,707863,120,226
5873,910313,220,270
737158,597885,146,218
785006,111431,180,242
34822,619846,241,284
194439,96097,165,128
363893,930498,9,130
685893,368377,265,149
377514,942251,265,271
259409,680671,139,134
692246,38741,50,162
834140,642745,95,221
592216,574027,299,65
85334,733037,149,75
155805,235527,249,184
685052,724035,95,13
530048,316485,275,176
307145,430970,3,285
203061,449992,138,158
472550,366564,5,273
140731,990009,47,0
824508,948846,14,250
755117,434793,68,233
252079,831189,257,104
823029,324823,3,260
894211,392715,148,152
147117,872496,98,88
697030,149525,33,197
465231,542797,244,178
428781,22153,267,14
96103,188092,159,237
926881,260277,70,204
789731,567155,288,201
243570,953691,85,212
943990,605604,17,127
808455,740624,187,68
840095,176109,153,119
414140,917154,270,218
125260,379665,47,231
27120,906443,240,189
390647,657769,14,183
288878,629821,170,177
947520,563886,166,207
390424,936797,213,54
406953,633091,247,86
177374,317291,83,224
954026,148527,167,80
665325,642429,7,71
169219,584996,140,215
259285,254559,212,172
138580,842191,71,219
522319,723687,222,271
563072,833299,297,284
497547,111887,155,266
828140,528179,60,226
595095,443767,164,249
732126,903359,281,177
233782,379359,253,181
391920,96144,157,19
450103,610420,70,23
355888,807584,6,25
898062,595379,253,75
730692,655430,183,277
565110,692165,91,142
211453,149768,201,245
336600,110952,61,137
340443,18796,44,208
838638,969536,80,219
641219,431685,150,49
779613,853501,268,94
696729,566389,225,187
798828,637808,129,167
954940,339812,200,198
458678,760706,261,30
651859,383393,128,170
701603,372933,81,82
737044,667677,289,185
482967,297965,218,192
301112,273377,6,255
221775,194303,243,51
805739,89363,19,127
183413,68656,44,48
140926,677532,5,124
508284,235427,281,43
838005,867824,199,96
671062,253559,59,39
770018,157228,155,80
18563,896760,93,186
257944,921116,59,100
674731,488802,128,281
328361,193958,284,182
490305,524656,94,113
109313,742119,99,155
799817,411588,60,102
139865,891325,73,9
219676,731321,228,192
708833,576026,276,77
539911,448430,153,211
793089,77346,182,25
45093,225300,279,187
533577,641578,90,284
315664,365132,184,58
355267,970150,212,31
851357,857797,273,54
852113,202670,241,225
910785,183114,242,244
850977,241925,205,73
508001,896096,207,3
453747,391736,235,134
814739,711984,47,6
718395,165441,73,142
945089,828627,248,275
391883,471701,148,262
209885,102448,156,232
732143,838021,50,57
376207,839730,95,227
816212,401087,74,261
833039,197817,68,65
641550,323655,216,136
35432,933961,193,259
233465,654034,17,255
555186,900973,85,75
632647,319226,292,259
69744,518611,295,158
706870,684360,183,73
736242,457289,178,114
569302,430637,255,290
685326,584680,16,94
263861,13815,169,102
796445,756181,261,264
511090,596313,182,291
922632,493450,119,172
67011,488334,167,23
871409,932105,148,62
460617,558017,30,134
867169,929208,66,298
566059,547220,34,216
891647,451518,136,290
922955,47924,146,122
950697,249506,123,297
634677,776034,14,87
729053,477235,138,222
181403,41903,31,203
233246,515542,26,105
410222,410654,2,249
951830,195274,175,86
870431,479273,105,43
64965,374177,87,267
511536,990828,161,229
862383,945927,146,2
148388,392543,230,266
